ID,Name,Image,Url,Review count,Category,Rating,Price,Latitude,Longitude,Address,City,State,Country,Phone,Review
__I9HmtBMV4dDkEgT22V4g,Little Star Pizza - Divisadero ,https://s3-media2.fl.yelpcdn.com/bphoto/pSPNqMtQa4kRjjuJ9z8muw/o.jpg,https://www.yelp.com/biz/little-star-pizza-divisadero-san-francisco-2?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,3004,Pizza,4.5,$$,37.77753,-122.43798,846 Divisadero St,San Francisco,CA,US,(415) 441-1118,"[""As someone who just moved from Chicago, I approve!! Hot take- their deep dish is better than the Chicago staples like Pequods and Lou Malnati's. The..."", ""Love this place! We were originally considering traveling to Oakland but a friend recommended this spot and I think it's amazing!\n\nIt does remind me of the..."", 'Loved this place. Everything was excellent from the food to the service.\n\nWe ordered a Large Deep Dish pizza half bbq chicken, half meteor. Both were great,...']"
_0R7oIbw70wgnHrLgKCnJw,Ox 9 Lanzhou Handpulled Noodles,https://s3-media1.fl.yelpcdn.com/bphoto/Bpv6Si3iMfA3sqWccjAM4A/o.jpg,https://www.yelp.com/biz/ox-9-lanzhou-handpulled-noodles-san-mateo?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,93,Noodles,4,$$,37.56771985,-122.3244143,11 S B St,San Mateo,CA,US,(650) 242-1790,"[""Amazing noodles. Lots of carbs. Very little vegetable or protein but that's okay every now and then. \n\nNo like spicy? Get the beef chow mein or soybean pork..."", ""I'm so glad I got there before they opened because this place gets pretty crowded within thirty minutes of business! I am a huge noodle fan so I knew I had..."", ""They're ok nothing great really\n\nA little bit pricey for the kind of dish they served""]"
_1d43w8ys3nefqjhTtUYVQ,Mazra,https://s3-media1.fl.yelpcdn.com/bphoto/3f-_IjEQpNba4u5hfNfeqg/o.jpg,https://www.yelp.com/biz/mazra-san-bruno?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,1332,Mediterranean,5,$$,37.62957,-122.41554,504 San Bruno Ave W,San Bruno,CA,US,(650) 225-9027,"['Get there early fills up fast\nKabob plates are excellent comes w basmati rice, pickles, a slice of roasted jalapeño, roasted red onion, (chicken was 10...', ""Literally stop every time I'm around the airport. Awesome Mediterranean food at a fair price."", 'Excellent.  Had street special Chicken Shawarma, fries, and hummus. The shawarma was the best I have had in a long time. Pita was warmed . Filling included...']"
_2_1FQO_DGzeCTky0x9DQA,Arizmendi Bakery,https://s3-media2.fl.yelpcdn.com/bphoto/O4rEX0JchMdrmvrMwqtptA/o.jpg,https://www.yelp.com/biz/arizmendi-bakery-san-francisco-2?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,695,Bakeries,4.5,$,37.75255792,-122.4210748,1268 Valencia St,San Francisco,CA,US,(415) 826-9218,"[""Incredible bakery with incredible value! I'm a big fan of their sourdough pizza, scones, and muffins. Some flavors of their pastries can be a miss,..."", 'It was Memorial day, and I went to the mission to walk around. I thought I would definitely stop at Arinell for a slice since there was an article about it...', 'Arizmendi was good but can be a little hit or miss depending on the pizza of the day and the baked items you get. Low 4 stars.\n\nTHE WAIT: None on a Monday...']"
_-7VgjSfibitQ1-TBvE0Aw,Mau,https://s3-media1.fl.yelpcdn.com/bphoto/lMmkscTVjRHzdteH1B5rzg/o.jpg,https://www.yelp.com/biz/mau-san-francisco?adjust_creative=p_i29FF-54d8kZjwnVpdpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=p_i29FF-54d8kZjwnVpdpg,921,Vietnamese,4,$$,37.79135,-122.39311,180 Spear St,San Francisco,CA,US,(415) 934-8889,"['A new lunch option in the neighborhood!\n\nWas walking out of the the office for lunch today and needed to try something new. A couple of the guys (my...', ""Friendly service. \n\nSpring rolls are what you'd expect but $8.\n\nBahn mi pork was overcooked and dry.\n\nBanana blossom salad was heavily dressed but taste was..."", ""Sadly they're only open for takeaway, so I'll have to hold off on getting a warm clay pot of caramelized fish.  But much of the rest of their menu...""]"
_9QC9gIGyupdLCzSUr5Mkw,The House of Hummus,https://s3-media2.fl.yelpcdn.com/bphoto/-HR_RSK97mIPUbTqQy1DfA/o.jpg,https://www.yelp.com/biz/the-house-of-hummus-san-francisco?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,79,Middle Eastern,4.5,$$,37.7821,-122.44797,5 Masonic Ave,San Francisco,CA,US,(415) 374-7803,"[""Yum!!!! I've been here twice and had the chicken shawarma platter and the chicken shawarma bowl. Both were delicious but I preferred the bowl more!\n\nThe..."", ""Food is great! We have ordered many times for 'to go'. Portions are generous and enough for leftovers ... if you aren't a big eater. The food is so tender..."", ""My wife LOVES this place.we have been here 2x in one week. \n\nLast time she was here she asked for DIET ginger ale (they didn't stock it)...we came tonight...""]"
_BDoTBI2YlyUaWFOXBEF8Q,Sababa,https://s3-media1.fl.yelpcdn.com/bphoto/ZJldXjthPCLVjeJi2H1YVg/o.jpg,https://www.yelp.com/biz/sababa-san-francisco?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,375,Mediterranean,4.5,$$,37.79118324,-122.4042898,329 Kearny St,San Francisco,CA,US,(415) 800-6853,"[""Alas, this is the last of the three Sababas that existed pre-pandemic in San Francisco. Now that I'm back at the office, this was my first regular lunch..."", 'Sababa first landed on my radar after my team catered here for a lunch meeting, and the vivid memory of warm and fluffy pita inspired me to visit again....', ""Ok, so a fast, fresh, healthy place where you can get delicious tasting food? Let's try Sababa! And I did. Absolutely delicious. You can watch them baking...""]"
_C9lRxAPnhSA59inBPx4TA,Palm City Wines,https://s3-media2.fl.yelpcdn.com/bphoto/mROJKE8kYaIO2litPcYm0A/o.jpg,https://www.yelp.com/biz/palm-city-wines-san-francisco?adjust_creative=p_i29FF-54d8kZjwnVpdpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=p_i29FF-54d8kZjwnVpdpg,149,Wine Bars,4.5,$$,37.762309,-122.501596,4055 Irving St,San Francisco,CA,US,,"['I read somewhere that Martha Stewart once went to the Kardashian household for lunch and was presented with the most beautiful and fresh assortment of food....', 'Come for the Italian American Hoagie. Come for the beer and wine selection. Come for the really good staff.\n\nWhy 4 instead of 5 stars? Two reasons:\n1. Avoid...', 'Feels weird giving one of the only non-rave reviews to this sf institution of a sando shop/wine bar. Unfortunately I just did not love the sandwich.\n\nNote...']"
_D1Ev_zTZs5ijHkleK6C2w,Hillstone,https://s3-media3.fl.yelpcdn.com/bphoto/Mz71DdUd5k5_lsTQUZTH5w/o.jpg,https://www.yelp.com/biz/hillstone-san-francisco-4?adjust_creative=p_i29FF-54d8kZjwnVpdpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=p_i29FF-54d8kZjwnVpdpg,2382,American (New),4,$$$,37.8057126,-122.4052805,1800 Montgomery St,San Francisco,CA,US,(415) 392-9280,"[""The Hillstone is my go to restaurant in SF. Their service is impeccable! I'm a big fan of their Macho Salad. Has a perfect combination of rotisserie..."", 'Making reservations online for 12:15 was a breeze. Seated by 12:12 and the food came by 12:35-8. The ambiance in the booth with a view of the kitchen was...', ""Somewhat of a high end restaurant, but worth the experience in my humble opinion. My first time here was on Sunday after the Warriors' Championship Parade...""]"
_hOVIgjVRl_HzvLaa65KJg,The Snug,https://s3-media3.fl.yelpcdn.com/bphoto/MutHRQoBt5krVldjIK88IA/o.jpg,https://www.yelp.com/biz/the-snug-san-francisco?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,323,Cocktail Bars,4,$$,37.79094,-122.43443,2301 Fillmore St,San Francisco,CA,US,,"['Went in on a Saturday night for a date and it was really chill at first. It was quiet enough that we could hear each other. The bartender was a little slow....', 'Lovely spot on Fillmore St for a weekend brunch and people-watching! The shiitake hummus with crunchy garlic (?) on top was great. Super fast...', 'Milk Punch review: \n\nPeanut Butter Milk Punch: Scotch, rum, banana, peanut, lime \n\nI tried to experiment with a peanut butter milk punch. I tried to take...']"
_Iupdt0IslH_jU8zkKcWLA,Pica Pica Arepa Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/hAWS9IidumamHodFIUikIA/o.jpg,https://www.yelp.com/biz/pica-pica-arepa-kitchen-san-francisco?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,1616,Gluten-Free,4,$$,37.76646996,-122.4219069,401 Valencia St,San Francisco,CA,US,(415) 400-5453,
_KtkAiwyxHbkn9O6yEMvjA,Bun Mee,https://s3-media3.fl.yelpcdn.com/bphoto/41KVjux7sAL7JM2lrTiV3g/o.jpg,https://www.yelp.com/biz/bun-mee-san-francisco?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,950,Vietnamese,3.5,$$,37.788177,-122.433951,2015 Fillmore St,San Francisco,CA,US,(415) 800-7696,"['Ordering was quick and easy, and the young man who took my order was friendly. We ordered the Veggie Spring Rolls- they were light, and fresh ingredients- I...', 'I grew up eating banh mi sandwiches in San Francisco and I remember paying like $3 for them. Ok nostalgic moment over. \n\nThe sandwiches here just were not...', 'I really wanted to like this place but I feel sad this bowl of noodles, veggies, and 2 thinly sliced eggplants would cost $16. There was a dab of peanut...']"
