ID,Name,Image,Url,Review count,Category,Rating,Price,Latitude,Longitude,Address,City,State,Country,Phone,Review
_1d43w8ys3nefqjhTtUYVQ,Mazra,https://s3-media1.fl.yelpcdn.com/bphoto/3f-_IjEQpNba4u5hfNfeqg/o.jpg,https://www.yelp.com/biz/mazra-san-bruno?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,1325,Mediterranean,5,$$,37.62957,-122.41554,504 San Bruno Ave W,San Bruno,CA,US,(650) 225-9027,"['Get there early fills up fast\nKabob plates are excellent comes w basmati rice, pickles, a slice of roasted jalapeño, roasted red onion, (chicken was 10...', ""Literally stop every time I'm around the airport. Awesome Mediterranean food at a fair price."", 'Excellent.  Had street special Chicken Shawarma, fries, and hummus. The shawarma was the best I have had in a long time. Pita was warmed . Filling included...']"
_BDoTBI2YlyUaWFOXBEF8Q,Sababa,https://s3-media1.fl.yelpcdn.com/bphoto/ZJldXjthPCLVjeJi2H1YVg/o.jpg,https://www.yelp.com/biz/sababa-san-francisco?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,375,Mediterranean,4.5,$$,37.79118324,-122.4042898,329 Kearny St,San Francisco,CA,US,(415) 800-6853,"[""Alas, this is the last of the three Sababas that existed pre-pandemic in San Francisco. Now that I'm back at the office, this was my first regular lunch..."", 'Sababa first landed on my radar after my team catered here for a lunch meeting, and the vivid memory of warm and fluffy pita inspired me to visit again....', ""Ok, so a fast, fresh, healthy place where you can get delicious tasting food? Let's try Sababa! And I did. Absolutely delicious. You can watch them baking...""]"
_ZysfO74zEDOooCktoEBVw,Hing Lung Company aka Go Duck Yourself,https://s3-media2.fl.yelpcdn.com/bphoto/n1NTXTnZDqFddt75WP2jvQ/o.jpg,https://www.yelp.com/biz/hing-lung-company-aka-go-duck-yourself-san-francisco-2?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,169,Barbeque,4.5,$,37.79741022,-122.4087096,1261 Stockton St,San Francisco,CA,US,,"[""I am so in  with this Food and Sauces.. Ordered Uber Eats over to The Fillmore, after craving something different. Shout Out to my City's Asian Communities..."", 'Best duck and best service !! We arrived from Miami just to eat here and when we got here we got the last duck!! \nThe owner Simon was super kind and...', 'Was searching through YELP for a good duck recommendation. Found this place near by where we were going to stop at to pick up dim sum. \n\nRight when we got...']"
0mNzmmh1mrdh5Cpg2QUBiw,Lapisara Eatery,https://s3-media4.fl.yelpcdn.com/bphoto/KPAzk-Q-UM5YOdyVyE760A/o.jpg,https://www.yelp.com/biz/lapisara-eatery-san-francisco-2?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,1115,Breakfast & Brunch,4.5,$$,37.7878344,-122.4131853,698 Post St,San Francisco,CA,US,(415) 655-3556,"['Showed up in a group of six at 10am on a Friday morning and there was a line already as expected. We were lucky in that we just beat the crowd and were...', 'Our brunch was delicious!! We tried to come for brunch once before, but the line was long so we tried again this weekend and the line moved pretty fast....', 'Ate brunch with friends here on a Saturday! The location is very close to Westfield and Downtown so it is very convenient if you are doing some shopping...']"
1EWkmc_myDLYfvorOnYzEA,Hinodeya Downtown,https://s3-media3.fl.yelpcdn.com/bphoto/l3ZNeYfnEeuaXEHX7B-6aw/o.jpg,https://www.yelp.com/biz/hinodeya-downtown-san-francisco-3?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,358,Ramen,4.5,$$,37.794597,-122.404432,680 Clay St,San Francisco,CA,US,(415) 200-6466,"[""Awesome place, best ramen I've ever had, excellent service, i will definitely recommend it"", 'STEPH JUDGEMENT: Very good ramen in a comfortable, modern setting.\n\nWe heard good things about the ramen here from some friends so we decided to check it...', 'Just like the japantown location this place is delicious and consistent! And what I love is that I can share this goodness with my coworkers for lunch or...']"
1IqqA8pcuCIWJtuKfHwU8g,Nojo Ramen Tavern,https://s3-media3.fl.yelpcdn.com/bphoto/f8jcPmO2OhZr9w11Bj2zeg/o.jpg,https://www.yelp.com/biz/nojo-ramen-tavern-san-francisco-6?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,1066,Ramen,4,$$,37.77669,-122.42151,231 Franklin St,San Francisco,CA,US,(415) 896-4587,"['Really great food, friend recommended from out of state. The inside was a decent size with a couple booth seats, but the service speed and quality was where...', 'Nojo Ramen Tavern has a highly rated Ramen menu in San Francisco, and I came in to taste some of their newest dishes! Everything looked and smelled...', ""I usually only have one specific place in mind in the Bay when I'm craving ramen, but Nojo's signature Chicken Paitan Soy Sauce fulfilled this ramen itch I...""]"
1ULAxKR5_7RWzQ4CRJD1hg,El Castillito,https://s3-media2.fl.yelpcdn.com/bphoto/IJ7zaMGnggsxeoa-psV_DA/o.jpg,https://www.yelp.com/biz/el-castillito-san-francisco-2?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,892,Mexican,4,$$,37.7687639,-122.4292759,136 Church St,San Francisco,CA,US,(415) 621-3428,"[""Came in today on my lunch and got an al pastor burrito. It was absolutely delicious and filling that I couldn't even finish the burrito. \n\nThe store has a..."", 'The orange juice was great, that is the only thing we really enjoyed.  They  have this industrial orange juice maker that is pretty impressive.  \n\nThe first...', ""First time visiting this place today with super high hopes.  Unfortunately, the food didn't particularly live up to the four star rating.  Here's the quick...""]"
25jFWHEbHmQbaTxaM_UfTg,Good Gai's,https://s3-media3.fl.yelpcdn.com/bphoto/26MSE7cdi4jDbFzthgGKvw/o.jpg,https://www.yelp.com/biz/good-gais-san-francisco-3?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,41,Chicken Shop,4.5,$$,37.74192592,-122.4036519,2723 Oakdale Ave,San Francisco,CA,US,(415) 796-3906,"[""Good Gai's is a solid Khao Man Gai (Chicken and Rice) spot that opened up in Hawker Alley in the Bayview. So happy to see good eats popping up closer to..."", ""Simply the best Hainan chicken rice in SF. And relatively affordable to boot!\n\nI'm also a big fan of the steamed baos, particularly the miso tofu.\n\nLove..."", 'This might be the best spot for Karaage chicken in SF! You get so much for what you pay for, and the dipping sauces that came with the chicken were so good....']"
2hGIxgprREdBieylltWaRQ,Limoncello,https://s3-media1.fl.yelpcdn.com/bphoto/RJMZfygsa2NiYFM2wPzT-w/o.jpg,https://www.yelp.com/biz/limoncello-san-francisco?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,1436,Sandwiches,5,$$,37.78731841,-122.4235914,1400 Sutter St,San Francisco,CA,US,(415) 638-6361,"[""Very friendly staff and a variety of good foods, snacks and drink! The place is so cute. I'll definitely come again."", ""Great vibes and delicious food. \n\nUpon walking into the store, I didn't know that it was like a little corner store. I came for the sandwiches and was..."", ""The owner, Chris, welcomes you, invites you in, and supports the local community by sponsoring Refuse Refuse and I'm sure he supports other community...""]"
2Mf1yO8mWcUMdnwDpSzWww,MAC'D,https://s3-media2.fl.yelpcdn.com/bphoto/BcWlclbqQKztkRdl249oSw/o.jpg,https://www.yelp.com/biz/macd-san-francisco-3?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,364,Comfort Food,4,$$,37.7962,-122.42211,2127 Polk St,San Francisco,CA,US,(628) 867-6545,"[""I've always wanted to try Mac'd ever since it came out. But I never had the motivation to come. But never too late than never right. It's a small store..."", ""I'm a huge fan of Mac and cheese and hot Cheetos so was super excited to try this place. I got the basic mix w shells and topped w hot Cheetos. \n\nHonestly,..."", ""I have gotten MAC'd for lunch through my workplace lunch system called Forkable.  \n\nMy go-to order is always The Goddess: There's nothing like the heavenly...""]"
